timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-05-29 17:30:00+05:30,27913.87,27949.7,27862.92,27876.98,972.08,2023-05-29 18:29:59.999000+05:30,27117358.71,22344.0,429.52,11982052.64,0
2023-05-29 18:30:00+05:30,27876.98,27944.13,27862.44,27903.12,1134.14,2023-05-29 19:29:59.999000+05:30,31644056.42,26330.0,530.91,14812326.58,0
2023-05-29 19:30:00+05:30,27903.12,27932.53,27699.0,27787.77,2069.22,2023-05-29 20:29:59.999000+05:30,57575158.11,38787.0,901.27,25075677.84,0
2023-05-29 20:30:00+05:30,27787.77,27841.94,27588.0,27630.51,3367.56,2023-05-29 21:29:59.999000+05:30,93244777.47,62076.0,1537.32,42567631.13,0
2023-05-29 21:30:00+05:30,27630.5,27673.64,27545.53,27597.24,3363.29,2023-05-29 22:29:59.999000+05:30,92840577.78,52783.0,1448.26,39981797.21,0
2023-05-29 22:30:00+05:30,27597.24,27737.99,27524.6,27689.14,2206.11,2023-05-29 23:29:59.999000+05:30,60968966.83,39363.0,1125.75,31117267.89,0
2023-05-29 23:30:00+05:30,27689.14,27719.02,27612.36,27635.45,1185.41,2023-05-30 00:29:59.999000+05:30,32800280.2,23917.0,565.54,15647054.05,0
2023-05-30 00:30:00+05:30,27635.46,27706.62,27621.51,27637.94,847.85,2023-05-30 01:29:59.999000+05:30,23457163.25,21345.0,459.34,12709139.68,0
2023-05-30 01:30:00+05:30,27637.94,27697.7,27627.81,27682.77,620.8,2023-05-30 02:29:59.999000+05:30,17174531.81,18019.0,341.65,9451576.21,0
2023-05-30 02:30:00+05:30,27682.78,27724.72,27650.0,27666.7,548.09,2023-05-30 03:29:59.999000+05:30,15173949.93,18263.0,278.47,7709532.42,0
2023-05-30 03:30:00+05:30,27666.7,27693.33,27554.57,27689.22,1053.69,2023-05-30 04:29:59.999000+05:30,29103210.93,25370.0,577.09,15938570.3,0
2023-05-30 04:30:00+05:30,27689.22,27818.0,27681.76,27736.4,1159.29,2023-05-30 05:29:59.999000+05:30,32175255.86,26223.0,586.36,16273536.27,0
2023-05-30 05:30:00+05:30,27736.39,27768.15,27584.45,27709.55,1142.62,2023-05-30 06:29:59.999000+05:30,31636612.5,32492.0,505.32,13989648.06,0
2023-05-30 06:30:00+05:30,27709.55,27795.55,27699.76,27766.03,805.67,2023-05-30 07:29:59.999000+05:30,22361712.78,21933.0,385.21,10691093.59,0
2023-05-30 07:30:00+05:30,27766.03,27795.39,27722.74,27783.43,678.02,2023-05-30 08:29:59.999000+05:30,18819114.65,16040.0,325.75,9041825.14,0
2023-05-30 08:30:00+05:30,27783.43,27940.55,27773.69,27829.23,1430.89,2023-05-30 09:29:59.999000+05:30,39846561.36,30252.0,705.65,19650789.75,0
2023-05-30 09:30:00+05:30,27829.23,27848.09,27760.38,27776.19,733.63,2023-05-30 10:29:59.999000+05:30,20394750.58,18612.0,307.11,8537484.92,0
2023-05-30 10:30:00+05:30,27776.18,27776.19,27672.93,27753.38,969.43,2023-05-30 11:29:59.999000+05:30,26877453.79,23716.0,414.47,11490851.58,0
2023-05-30 11:30:00+05:30,27753.38,27821.86,27752.88,27795.81,835.43,2023-05-30 12:29:59.999000+05:30,23210837.42,21148.0,412.46,11458753.65,0
2023-05-30 12:30:00+05:30,27795.82,27848.28,27729.1,27733.22,1013.19,2023-05-30 13:29:59.999000+05:30,28152123.19,26124.0,381.2,10592688.61,0
2023-05-30 13:30:00+05:30,27733.22,27817.81,27712.19,27781.78,1052.96,2023-05-30 14:29:59.999000+05:30,29252580.27,22632.0,536.3,14897580.2,0
2023-05-30 14:30:00+05:30,27781.77,27893.0,27781.77,27852.33,1019.63,2023-05-30 15:29:59.999000+05:30,28391795.29,26211.0,459.7,12799349.93,0
2023-05-30 15:30:00+05:30,27852.34,28037.22,27852.33,27900.18,2404.59,2023-05-30 16:29:59.999000+05:30,67236200.22,45216.0,1257.84,35167382.45,0
2023-05-30 16:30:00+05:30,27900.18,28038.59,27856.85,28021.4,1991.34,2023-05-30 17:29:59.999000+05:30,55677397.69,39223.0,973.69,27225744.63,0
2023-05-30 17:30:00+05:30,28021.39,28027.78,27794.73,27903.51,2403.11,2023-05-30 18:29:59.999000+05:30,67077608.01,48785.0,968.27,27022059.72,0
2023-05-30 18:30:00+05:30,27903.52,27969.65,27755.01,27800.01,2335.85,2023-05-30 19:29:59.999000+05:30,65146673.01,49368.0,1036.77,28917254.65,0
2023-05-30 19:30:00+05:30,27800.02,27865.0,27621.0,27622.65,2909.6,2023-05-30 20:29:59.999000+05:30,80741378.26,55019.0,1290.19,35807093.21,0
2023-05-30 20:30:00+05:30,27622.65,27738.01,27615.0,27673.08,1775.52,2023-05-30 21:29:59.999000+05:30,49150554.57,40391.0,883.8,24466446.23,0
2023-05-30 21:30:00+05:30,27673.08,27743.48,27554.0,27713.43,1956.97,2023-05-30 22:29:59.999000+05:30,54138554.05,45553.0,891.82,24671421.83,0
2023-05-30 22:30:00+05:30,27713.43,27776.15,27625.14,27696.12,1545.38,2023-05-30 23:29:59.999000+05:30,42810126.14,34049.0,779.25,21589254.58,0
2023-05-30 23:30:00+05:30,27696.12,27799.0,27664.32,27765.84,1204.84,2023-05-31 00:29:59.999000+05:30,33420620.66,29985.0,580.54,16101715.78,0
2023-05-31 00:30:00+05:30,27765.84,27862.84,27750.8,27850.2,1102.54,2023-05-31 01:29:59.999000+05:30,30653080.09,31733.0,533.73,14838557.92,0
