timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-05-29 17:30:00+05:30,1903.26,1905.14,1897.0,1898.2,6404.59,2023-05-29 18:29:59.999000+05:30,12170208.65,13162.0,2801.88,5324282.26,0
2023-05-29 18:30:00+05:30,1898.2,1902.84,1895.8,1900.1,8232.9,2023-05-29 19:29:59.999000+05:30,15638081.6,17187.0,3478.4,6607147.88,0
2023-05-29 19:30:00+05:30,1900.09,1902.57,1885.0,1894.75,14439.18,2023-05-29 20:29:59.999000+05:30,27353786.7,21559.0,6043.98,11449045.41,0
2023-05-29 20:30:00+05:30,1894.74,1899.14,1886.31,1889.41,14199.72,2023-05-29 21:29:59.999000+05:30,26864512.8,23161.0,7200.49,13622426.83,0
2023-05-29 21:30:00+05:30,1889.41,1893.79,1877.47,1882.43,20794.55,2023-05-29 22:29:59.999000+05:30,39202181.44,26729.0,10747.69,20267574.26,0
2023-05-29 22:30:00+05:30,1882.43,1894.99,1873.65,1891.19,13169.38,2023-05-29 23:29:59.999000+05:30,24815136.8,20135.0,6828.24,12867652.9,0
2023-05-29 23:30:00+05:30,1891.19,1895.76,1889.16,1891.31,8258.26,2023-05-30 00:29:59.999000+05:30,15624733.75,12706.0,3838.33,7261725.55,0
2023-05-30 00:30:00+05:30,1891.31,1894.78,1889.0,1891.2,5575.19,2023-05-30 01:29:59.999000+05:30,10551445.55,10450.0,2727.53,5161502.18,0
2023-05-30 01:30:00+05:30,1891.19,1894.87,1890.33,1892.82,3986.68,2023-05-30 02:29:59.999000+05:30,7546487.42,9536.0,2106.75,3987608.75,0
2023-05-30 02:30:00+05:30,1892.81,1894.99,1889.6,1890.43,4220.69,2023-05-30 03:29:59.999000+05:30,7985927.91,9761.0,2031.25,3843264.7,0
2023-05-30 03:30:00+05:30,1890.43,1892.97,1886.02,1892.23,7071.14,2023-05-30 04:29:59.999000+05:30,13359546.12,12785.0,3261.21,6161536.24,0
2023-05-30 04:30:00+05:30,1892.23,1903.0,1891.45,1892.6,10302.33,2023-05-30 05:29:59.999000+05:30,19537632.34,15305.0,5029.6,9538858.49,0
2023-05-30 05:30:00+05:30,1892.6,1893.87,1881.19,1893.86,12306.68,2023-05-30 06:29:59.999000+05:30,23246183.43,21761.0,6430.55,12148885.9,0
2023-05-30 06:30:00+05:30,1893.86,1899.45,1892.63,1897.7,8276.72,2023-05-30 07:29:59.999000+05:30,15700561.17,13998.0,4909.87,9313642.56,0
2023-05-30 07:30:00+05:30,1897.71,1900.87,1894.93,1899.41,5224.59,2023-05-30 08:29:59.999000+05:30,9914818.53,10239.0,2847.93,5404578.84,0
2023-05-30 08:30:00+05:30,1899.4,1912.55,1897.51,1900.66,14014.09,2023-05-30 09:29:59.999000+05:30,26679247.54,19575.0,7446.13,14175674.03,0
2023-05-30 09:30:00+05:30,1900.67,1902.2,1896.61,1898.11,9108.87,2023-05-30 10:29:59.999000+05:30,17302616.33,13262.0,3254.6,6181317.37,0
2023-05-30 10:30:00+05:30,1898.1,1899.34,1892.72,1898.01,8668.62,2023-05-30 11:29:59.999000+05:30,16438056.07,13962.0,3981.14,7548656.04,0
2023-05-30 11:30:00+05:30,1898.01,1903.57,1898.0,1902.55,8555.34,2023-05-30 12:29:59.999000+05:30,16267377.73,16837.0,4679.57,8897399.98,0
2023-05-30 12:30:00+05:30,1902.55,1905.0,1898.22,1898.23,7601.8,2023-05-30 13:29:59.999000+05:30,14455822.48,18502.0,2978.95,5665389.86,0
2023-05-30 13:30:00+05:30,1898.22,1904.8,1898.22,1902.24,8621.39,2023-05-30 14:29:59.999000+05:30,16400701.38,15113.0,3899.88,7417612.26,0
2023-05-30 14:30:00+05:30,1902.25,1908.88,1902.24,1906.86,8847.59,2023-05-30 15:29:59.999000+05:30,16864786.54,16097.0,4333.49,8259610.2,0
2023-05-30 15:30:00+05:30,1906.85,1917.0,1906.51,1907.41,17476.59,2023-05-30 16:29:59.999000+05:30,33401408.11,23952.0,9732.37,18600285.94,0
2023-05-30 16:30:00+05:30,1907.41,1915.97,1905.54,1915.4,11981.19,2023-05-30 17:29:59.999000+05:30,22910858.17,18425.0,7300.58,13960341.49,0
2023-05-30 17:30:00+05:30,1915.4,1915.7,1904.16,1909.73,13472.0,2023-05-30 18:29:59.999000+05:30,25730892.24,22451.0,5552.19,10604402.06,0
2023-05-30 18:30:00+05:30,1909.73,1914.24,1902.72,1905.43,19668.03,2023-05-30 19:29:59.999000+05:30,37556650.01,24955.0,8369.71,15982384.78,0
2023-05-30 19:30:00+05:30,1905.43,1910.2,1896.2,1896.88,23896.79,2023-05-30 20:29:59.999000+05:30,45489689.95,29535.0,12185.88,23197416.44,0
2023-05-30 20:30:00+05:30,1896.87,1904.05,1894.11,1900.56,15128.7,2023-05-30 21:29:59.999000+05:30,28740633.0,22221.0,8454.65,16062110.79,0
2023-05-30 21:30:00+05:30,1900.56,1905.8,1891.33,1904.22,16684.67,2023-05-30 22:29:59.999000+05:30,31698562.54,22262.0,7163.88,13611725.61,0
2023-05-30 22:30:00+05:30,1904.23,1912.64,1897.61,1902.8,13657.18,2023-05-30 23:29:59.999000+05:30,26006384.36,18856.0,6123.27,11660634.28,0
2023-05-30 23:30:00+05:30,1902.81,1909.99,1900.84,1908.02,10215.01,2023-05-31 00:29:59.999000+05:30,19470024.95,14649.0,4565.58,8702102.52,0
2023-05-31 00:30:00+05:30,1908.01,1908.4,1905.0,1907.32,6812.71,2023-05-31 01:29:59.999000+05:30,12992285.76,12028.0,3423.63,6528776.54,0
2023-05-31 01:30:00+05:30,1907.33,1907.4,1901.92,1903.72,9833.39,2023-05-31 02:29:59.999000+05:30,18730161.87,15627.0,5024.14,9569256.48,0
2023-05-31 02:30:00+05:30,1903.72,1914.78,1902.43,1905.59,9657.8,2023-05-31 03:29:59.999000+05:30,18428987.2,14836.0,5743.14,10960122.12,0
2023-05-31 03:30:00+05:30,1905.6,1905.97,1898.96,1904.4,5258.59,2023-05-31 04:29:59.999000+05:30,10007591.43,10706.0,2598.93,4945431.87,0
2023-05-31 04:30:00+05:30,1904.41,1904.76,1897.35,1900.59,7697.5,2023-05-31 05:29:59.999000+05:30,14624895.45,12400.0,3288.1,6246789.77,0
2023-05-31 05:30:00+05:30,1900.58,1905.27,1898.14,1904.96,5532.64,2023-05-31 06:29:59.999000+05:30,10519772.61,14904.0,3332.07,6336014.11,0
2023-05-31 06:30:00+05:30,1904.97,1907.13,1902.4,1903.2,5934.04,2023-05-31 07:29:59.999000+05:30,11303774.49,11071.0,2217.73,4224416.59,0
2023-05-31 07:30:00+05:30,1903.21,1903.21,1884.29,1896.0,19892.97,2023-05-31 08:29:59.999000+05:30,37653521.17,27213.0,9602.59,18172189.82,0
